unique_video_id,filename,Number_of_vertice,Number_of_edge,in_degree,out_degree,betweenness,density,transitivity,reciprocity,constraint,Number_of_topics,Content_type,Verified_status,Number_of_thumbs,Number_of_transmits,Number_of_comments,Followee,Follower,Publisher,Government_account,Unnamed: 12,Video_duration,Publish_date,Number_of_views,Video_length,nowtime,Published_days
0,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/“老板会生气的” 韩国海女生计遭气候变暖威胁.csv.csv,168,495,167,167,27341,0.0176432848588537,0.024968394437421,0.681541582150101,0.98100795439794,1.0,2,1,4200,11,178,12,2131000,央视网,1,https://www.bilibili.com/video/BV1LB4y1A7A9?from=search&seid=5869167383923151689,00:00:28,2021-04-23 14:53:07,84000,28,2022-01-09 14:50:54.632463,260
1,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/“世界末日时钟”拨快30秒，人类距“世界末日”只剩2分钟！.csv.csv,369,1094,368,368,134314,0.0080564392600447,0.0124293921400956,0.680259499536608,0.99037763244837,2.0,1,1,271,37,559,8,119000,照理拍案,2,https://www.bilibili.com/video/BV11W411E7vF?from=search&seid=5869167383923151689,00:05:11,2018-02-14 13:56:33,59000,311,2022-01-09 14:50:54.632463,1425
2,"/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/《峰爆》国产灾难片巅峰！“与死神\抢人\""，我们历来寸步不让！！”.csv.csv""",85,248,84,84,6788,0.034733893557423,0.0498084291187739,0.688259109311741,0.961046263395912,1.0,3,1,14000,935,736,403,212000,怪兽电台MonsterBlog,2,https://www.bilibili.com/video/BV1Lh411W7LR?from=search&seid=5869167383923151689,00:02:38,2021-09-01 20:12:01,126000,158,2022-01-09 14:50:54.632463,129
3,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【2049日报】S02E221 那些逆天却鲜为人知的温室气体.csv.csv,73,215,72,72,4966,0.0409056316590563,0.0569405099150142,0.679425837320574,0.960433460583595,2.0,2,1,113,49,143,1,263000,回到2049,2,https://www.bilibili.com/video/BV1Mx411J78Y?from=search&seid=5869167383923151689,00:11:50,2017-08-17 11:15:39,7486,710,2022-01-09 14:50:54.632463,1606
4,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【扒】放过猪吧，荒岛上没有插座！《飞出个未来》之荒岛求生.csv.csv,135,399,134,134,17559,0.0220563847429519,0.0354285714285714,0.683673469387755,0.980799646450369,6.0,3,1,23000,227,304,82,671000,周扒片,2,https://www.bilibili.com/video/BV1Q7411i771?from=search&seid=5869167383923151689,00:07:10,2020-01-18 15:09:34,648000,430,2022-01-09 14:50:54.632463,721
5,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【扒】用外太空的大冰块，对抗全球变暖！《飞出个未来》之热浪地球.csv.csv,175,518,174,174,29760,0.0170114942528736,0.0260662251655629,0.677103718199609,0.982816562086309,4.0,3,1,23000,211,353,82,671000,周扒片,2,https://www.bilibili.com/video/BV1UJ411H74y?from=search&seid=5869167383923151689,00:06:51,2020-01-11 11:00:51,648000,411,2022-01-09 14:50:54.632463,729
6,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【颠覆百年】2021年诺贝尔物理学奖，为何如此反常？.csv.csv,1528,4875,1527,1527,2317789.33333333,0.0020893549614787,0.0042472888265242,0.684362139917695,0.997225642187834,20.0,2,1,115000,8647,4380,8,210000,艾栗夏,2,https://www.bilibili.com/video/BV1p34y1S7Bw?from=search&seid=5869167383923151689,00:12:34,2021-10-11 11:13:50,2410000,754,2022-01-09 14:50:54.632463,90
7,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【股院长】大骗局！控制碳排放就能阻止气候变暖吗？巴黎气候协议的真相。兔子的大布局：电力能源战略.csv.csv,172,546,171,171,28646,0.0185638514891881,0.0309415548408562,0.646728971962617,0.976254338633394,15.0,1,2,3138,275,627,12,21000,股院长,2,https://www.bilibili.com/video/BV1mp4y1U7oT?from=search&seid=5869167383923151689,00:10:45,2020-06-27 10:36:02,58000,645,2022-01-09 14:50:54.632463,561
8,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【光头马修】五个导致全球变暖的真实原因@柚子木字幕组.csv.csv,123,363,122,122,14524,0.0241903238704518,0.0286606129398411,0.68361581920904,0.965148777471053,1.0,2,1,30,66,205,7,3647000,柚子木字幕组,2,https://www.bilibili.com/video/BV1Ex41187RH?from=search&seid=5869167383923151689,00:05:18,2017-08-26 16:37:19,12000,318,2022-01-09 14:50:54.632463,1596
9,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【鬼谷闲谈】古新世始新世极热事件：热潮 来袭.csv.csv,328,982,327,327,105933,0.0091556649511449,0.0146947804561176,0.676986584107327,0.987404451971372,19.0,2,1,61000,2277,1808,60,2270000,芳斯塔芙,2,https://www.bilibili.com/video/BV1H4411C72U?from=search&seid=5869167383923151689,00:05:45,2019-09-08 12:36:27,1699000,345,2022-01-09 14:50:54.632463,854
10,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【鬼谷闲谈】新仙女木事件：那一天，大地突然冰封…….csv.csv,624,1993,623,623,382065,0.0051266617277853,0.0102517537821649,0.68822637695806,0.994529094924584,20.0,2,1,82000,1465,1906,60,2270000,芳斯塔芙,2,https://www.bilibili.com/video/BV18h411D7f3?from=search&seid=5869167383923151689,00:08:08,2021-04-03 12:26:35,1013000,488,2022-01-09 14:50:54.632463,281
11,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【孩子们の未来】16岁瑞典环保少女与青少年们讨论气候问题！.csv.csv,149,439,148,148,21472,0.0199074913840015,0.0329191544295627,0.682134570765661,0.982501975119406,5.0,1,2,289,12,241,0,17000,凯蒂哈德森,2,https://www.bilibili.com/video/BV1vJ411M779?from=search&seid=5869167383923151689,00:00:38,2019-09-24 01:55:29,108000,38,2022-01-09 14:50:54.632463,838
12,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【基德】告诉你2020这些灾难，和全球变暖的背后联系.csv.csv,806,2517,805,805,646142,0.0038792904150547,0.0075990796380064,0.649496981891348,0.994088387652754,20.0,2,1,128000,17000,5142,30,1608000,吟游诗人基德,2,https://www.bilibili.com/video/BV1nE411T7ne?from=search&seid=5869167383923151689,00:15:40,2020-03-10 11:25:40,1095000,940,2022-01-09 14:50:54.632463,670
13,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【基德】美国坚决抵制全球变暖的原因找到了.csv.csv,846,2634,845,845,710348,0.0036845860086449,0.00731575217519,0.678571428571429,0.995738719063081,19.0,1,1,44000,1505,2295,30,1608000,吟游诗人基德,2,https://www.bilibili.com/video/BV1GL4y187Ab?from=search&seid=5869167383923151689,00:13:52,2021-09-19 23:27:27,630000,832,2022-01-09 14:50:54.632463,111
14,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【基德】全球变暖是骗局？间冰期又是怎么回事？真相来了.csv.csv,654,2056,653,653,423063,0.0048142892601074,0.0093241758732483,0.687898089171974,0.995138127279228,16.0,1,1,36000,2502,1869,30,1608000,吟游诗人基德,2,https://www.bilibili.com/video/BV1Yb4y1o7kw?from=search&seid=5869167383923151689,00:15:14,2021-05-20 21:49:42,681000,914,2022-01-09 14:50:54.632463,233
15,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【基德】我真的吐了，全球变暖利好中国？别再下大棋了好吗？.csv.csv,805,2667,804,804,614612.2,0.004120700843608,0.0087155717021314,0.681492649830381,0.99510597152042,20.0,2,1,31000,774,2793,30,1608000,吟游诗人基德,2,https://www.bilibili.com/video/BV1SU4y1u7M7?from=search&seid=5869167383923151689,00:15:10,2021-10-26 22:35:35,535000,910,2022-01-09 14:50:54.632463,74
16,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【讲堂】沙漠下雨断河复流 中国成为全球变暖受益者？.csv.csv,97,289,96,96,9002,0.0310352233676976,0.0507880910683012,0.697508896797153,0.972316683655776,2.0,2,1,513,15,177,31,130000,迷彩虎,2,https://www.bilibili.com/video/BV1yE411C7PB?from=search&seid=5869167383923151689,00:04:37,2019-10-17 10:40:49,19000,277,2022-01-09 14:50:54.632463,815
17,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【看电影了没】这种美到不可思议的生物，正在慢慢死去。评分9.0《追逐珊瑚》.csv.csv,108,320,107,107,11127,0.0276912426445137,0.044808272296424,0.668769716088328,0.974116094604967,5.0,2,1,3082,285,199,9,588000,看电影了没,2,https://www.bilibili.com/video/BV13i4y1G7JG?from=search&seid=5869167383923151689,00:11:50,2020-08-04 11:30:15,57000,710,2022-01-09 14:50:54.632463,523
18,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【科技袁周虑】中国虽大，但没一寸多余，还要用来观测宇宙！.csv.csv,120,350,119,119,13814,0.0245098039215686,0.0382842963488125,0.684057971014493,0.977480622838348,1.0,2,1,5561,65,2791,27,515000,科技袁人,2,https://www.bilibili.com/video/BV1k4411F7g2?from=search&seid=5869167383923151689,00:08:59,2019-07-08 20:07:51,70000,539,2022-01-09 14:50:54.632463,915
19,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【全程回放】直播见证2021年诺贝尔物理学奖公布.csv.csv,125,368,124,124,15055,0.023741935483871,0.0372650324282731,0.704918032786885,0.973139287453497,4.0,2,1,5004,163,183,1501,1740000,二次元的中科院物理所,2,https://www.bilibili.com/video/BV11b4y1a7F1?from=search&seid=5869167383923151689,03:05:26,2021-10-05 21:23:08,64000,11126,2022-01-09 14:50:54.632463,95
20,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【全球变暖】结合今年气候异常，简单聊聊.csv.csv,106,313,105,105,10661,0.0281221922731357,0.0464262922782387,0.709677419354839,0.97546207394311,2.0,2,2,489,16,149,221,13000,东风58号,2,https://www.bilibili.com/video/BV1ry4y1T7Vy?from=search&seid=5869167383923151689,00:05:32,2021-07-13 01:00:05,9336,332,2022-01-09 14:50:54.632463,180
21,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【全球变暖】台风数量锐减，未来半年南方可能大旱，下周天气如何.csv.csv,120,361,119,119,13732,0.0252801120448179,0.0429338103756708,0.715083798882682,0.979597986289429,2.0,2,2,452,45,175,221,13000,东风58号,2,https://www.bilibili.com/video/BV1XM4y137rv?from=search&seid=5869167383923151689,00:02:32,2021-09-05 22:57:42,9164,152,2022-01-09 14:50:54.632463,125
22,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【瑞典环保女孩】与环保专家合作找到应对全球变暖的方法！.csv.csv,98,284,97,97,9123,0.0298758678729224,0.0446700507614213,0.685714285714286,0.971780601571788,1.0,1,2,226,35,140,0,17000,凯蒂哈德森,2,https://www.bilibili.com/video/BV1pE411e7k4?from=search&seid=5869167383923151689,00:03:12,2019-11-12 12:54:27,29000,192,2022-01-09 14:50:54.632463,789
23,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【碳中和】抵御气候变暖别指望植树造林.csv.csv,114,375,113,113,11655,0.0291103865859339,0.0485154769425142,0.70299727520436,0.962341151169548,19.0,2,1,884,105,259,39,115000,复旦赵斌,2,https://www.bilibili.com/video/BV1U541137LZ?from=search&seid=5869167383923151689,00:18:13,2021-05-15 16:20:25,16000,1093,2022-01-09 14:50:54.632463,238
24,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【问舰】纽约-101℃，电影里的冰川时代！科幻灾难片《后天》深度解析 52.csv.csv,116,339,115,115,12891,0.0254122938530735,0.0379019908116386,0.699088145896657,0.980440604611038,2.0,3,1,1787,334,341,1,199000,问舰科幻,2,https://www.bilibili.com/video/BV17W411H7Gr?from=search&seid=5869167383923151689,00:09:33,2018-02-02 01:18:04,100000,573,2022-01-09 14:50:54.632463,1437
25,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【学习观16.5】新冠病毒的自我修养：如何统治全人类.csv.csv,503,1523,502,502,250342,0.0060315398445977,0.0112450034408539,0.662698412698413,0.992661336311661,13.0,3,1,132000,27000,3873,60,840000,YJango,2,https://www.bilibili.com/video/BV1n7411P73g?from=search&seid=5869167383923151689,00:10:04,2020-02-21 20:25:51,1176000,604,2022-01-09 14:50:54.632463,687
26,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【照理说事】全球变暖或成印度人担心的事！麻省理工：几十年后印度或无法居住.csv.csv,132,390,131,131,16773,0.0225537820957668,0.0387670797585002,0.678851174934726,0.982784998658174,4.0,2,1,662,8,249,46,111000,照理说事,2,https://www.bilibili.com/video/BV1Wt411G7o3?from=search&seid=5869167383923151689,00:05:15,2019-07-16 16:30:21,27000,315,2022-01-09 14:50:54.632463,907
27,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【正解局】全球变暖，新疆农业受益：一成土地就够养活2亿人.csv.csv,141,419,140,140,19285,0.021225937183384,0.0339297771775827,0.6875,0.978996126885009,2.0,2,1,1010,36,174,86,44000,正解局,2,https://www.bilibili.com/video/BV1364y1o7ic?from=search&seid=5869167383923151689,00:04:00,2021-05-26 15:17:01,33000,240,2022-01-09 14:50:54.632463,227
28,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【ASKYYP】193：如何鉴别真假机油？假机油有多伤车？.csv.csv,143,444,142,142,19692,0.0218654584851768,0.0369629570365629,0.651270207852194,0.979282118774136,5.0,2,1,738,31,257,27,583000,大家车言论,2,https://www.bilibili.com/video/BV1q4411u7gW?from=search&seid=5869167383923151689,00:19:01,2019-06-22 16:09:42,33000,1141,2022-01-09 14:50:54.632463,931
29,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/【WOE】全球变暖，“神秘北极圈”为何升温更快？.csv.csv,70,444,69,69,4541,0.0447204968944099,0.0747330960854092,0.650717703349282,0.953638821840812,4.0,2,1,1226,66,154,49,164000,WhatOnEarth一探究竟,2,https://www.bilibili.com/video/BV1vh411o7sK?from=search&seid=5869167383923151689,00:03:32,2020-07-11 17:00:17,14000,212,2022-01-09 14:50:54.632463,546
30,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/16岁瑞典少女为何怒斥？探索全球变暖和碳排放的科学.csv.csv,128,369,127,127,15760,0.022699311023622,0.0308937109231335,0.688524590163934,0.974546482301869,1.0,2,2,439,29,143,2,93,丁三先生,2,https://www.bilibili.com/video/BV1vE411Z7BQ?from=search&seid=5869167383923151689,00:03:43,2019-10-12 22:45:12,19000,223,2022-01-09 14:50:54.632463,819
31,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/2020默示录，南极迎来最高温度，科学家表示从未见过.csv.csv,97,283,96,96,8933,0.0303908934707904,0.0478408887296183,0.678571428571429,0.972831934780137,3.0,2,2,105,74,126,91,76,白鸟千凤,2,https://www.bilibili.com/video/BV1Q7411J7xv?from=search&seid=5869167383923151689,00:00:43,2020-02-15 22:44:59,13000,43,2022-01-09 14:50:54.632463,693
32,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/2083年地球氧气来源稀缺，以前免费的空气就成了稀缺资源，连呼吸都要花钱啦.csv.csv,143,414,142,142,19754,0.0203880626415838,0.0326313957535677,0.691176470588235,0.982420941825317,1.0,3,2,293,4,188,23,68000,科幻末日解说,2,https://www.bilibili.com/video/BV1J4411p7PP?from=search&seid=5869167383923151689,00:04:52,2019-06-01 11:43:51,82000,292,2022-01-09 14:50:54.632463,953
33,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/56只北极熊组团“观光”俄罗斯村庄 只因气候变暖没饭吃.csv.csv,202,606,201,201,39794,0.0149253731343284,0.0239101557782876,0.667779632721202,0.984647239091306,2.0,2,1,2351,31,320,12,2131000,央视网,1,https://www.bilibili.com/video/BV1eJ411i7wt?from=search&seid=5869167383923151689,00:01:01,2019-12-06 12:04:13,40000,61,2022-01-09 14:50:54.632463,765
34,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/阿尔卑斯山出现粉色冰川：科学家解释令人倒吸一口凉气.csv.csv,470,1418,469,469,218546,0.0064328811867713,0.0102768992542492,0.665718349928876,0.991496611278334,8.0,2,1,9217,116,697,178,1912000,中国日报,1,https://www.bilibili.com/video/BV1WV411671v?from=search&seid=5869167383923151689,00:01:40,2020-07-07 11:10:14,160000,100,2022-01-09 14:50:54.632463,551
35,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/奥巴马在阿拉斯加自拍美景呼吁重视全球变暖 @柚子木字幕组.csv.csv,205,612,204,204,40999,0.0146341463414634,0.0205472379969024,0.671074380165289,0.982711936018169,2.0,1,1,16,26,270,7,3647000,柚子木字幕组,2,https://www.bilibili.com/video/BV1Gs411U7Yp?from=search&seid=5869167383923151689,00:02:07,2015-09-04 15:11:05,61000,127,2022-01-09 14:50:54.632463,2318
36,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/澳大利亚山火有多严重.csv.csv,532,1600,531,531,280362,0.0056638772071421,0.0079966542039121,0.667506297229219,0.992708372474197,7.0,2,1,5129,452,902,178,1912000,中国日报,1,https://www.bilibili.com/video/BV13J411V7Ts?from=search&seid=5869167383923151689,00:01:46,2020-01-10 12:43:48,76000,106,2022-01-09 14:50:54.632463,730
37,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/澳大利亚现血色天空.csv.csv,190,575,189,189,35041,0.0160122528543581,0.0244331090059582,0.664310954063604,0.981494536977135,6.0,2,1,785,67,257,33,382000,环球网,1,https://www.bilibili.com/video/BV1UJ411V7GZ?from=search&seid=5869167383923151689,00:00:23,2020-01-07 09:50:06,22000,23,2022-01-09 14:50:54.632463,733
38,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/保护环境宣传片、原创视频转载请联系up主.csv.csv,103,307,102,102,9934,0.0292213972967828,0.0384957438699022,0.664473684210526,0.961976155963954,2.0,3,2,482,638,132,137,127,CC君的神经生活,2,https://www.bilibili.com/video/BV1t4411P72a?from=search&seid=5869167383923151689,00:03:30,2019-06-13 17:41:37,22000,210,2022-01-09 14:50:54.632463,940
39,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/北极“僵尸大火”南极“红色瀑布”，地球异常是必然还是偶然？.csv.csv,189,568,188,188,34774,0.0159855904536756,0.0257607926397735,0.673835125448029,0.984703439209996,6.0,2,2,1255,87,271,12,3380,爱较真科普,2,https://www.bilibili.com/video/BV1nT4y1F7Rw?from=search&seid=5869167383923151689,00:10:41,2020-10-21 11:04:17,33000,641,2022-01-09 14:50:54.632463,445
40,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/北极发现5.7万年前冻狼，病毒科研人员：人类应提高警惕！.csv.csv,192,598,191,191,35695,0.0163067190226876,0.0281791907514451,0.69023569023569,0.981668462403553,4.0,2,2,2564,56,331,5,45000,乔天下Joy,2,https://www.bilibili.com/video/BV19b4y1D7bq?from=search&seid=5869167383923151689,00:05:52,2021-04-19 15:04:34,196000,352,2022-01-09 14:50:54.632463,264
41,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/北极惊现史前生物！冰封万年的寄生虫解冻后被释放！科幻灾难的必看之作！.csv.csv,126,370,125,125,15258,0.0234920634920635,0.0281180629778837,0.686813186813187,0.972691289706054,1.0,3,1,3597,46,153,15,146000,拾光见影,2,https://www.bilibili.com/video/BV19r4y1w7Sg?from=search&seid=5869167383923151689,00:12:40,2020-11-01 18:05:00,43000,760,2022-01-09 14:50:54.632463,433
42,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/北极最冷小镇现38度高温，南极融雪产生65000个冰湖.csv.csv,96,277,95,95,8751,0.0303728070175439,0.048248133256749,0.688644688644689,0.976243492939154,1.0,2,2,303,28,123,65,3504,-听妈妈的话-,2,https://www.bilibili.com/video/BV1tZ4y1u7XN?from=search&seid=5869167383923151689,00:05:00,2020-07-07 08:40:39,15000,300,2022-01-09 14:50:54.632463,551
43,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/北美2000多万人住在烤箱里，几百人活活热死，加拿大野火烧毁村庄.csv.csv,1634,4998,1633,1633,2662111,0.0018730872810702,0.002822272433286,0.676033721397029,0.99755295812025,16.0,2,1,22000,1162,2525,5,17000,南国资讯,2,https://www.bilibili.com/video/BV1Cv411H7jN?from=search&seid=5869167383923151689,00:02:05,2021-07-05 11:32:07,490000,125,2022-01-09 14:50:54.632463,188
44,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/碧梨采访里怼特朗普 “川普请你闭嘴”立场很坚定哈哈 中字.csv.csv,603,1827,602,602,360583,0.0050329746615758,0.0077193617626522,0.668148971650917,0.994003009481639,10.0,1,2,57000,2043,877,30,28000,碧梨种植园,2,https://www.bilibili.com/video/BV1uV411Z7Hn?from=search&seid=5869167383923151689,00:03:34,2020-04-16 05:13:23,1863000,214,2022-01-09 14:50:54.632463,633
45,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/飙脏话，搞游行，玩翘课，瑞典“环保少女”大闹联合国气候峰会！.csv.csv,143,434,142,142,19621,0.0213729932039791,0.0270773638968481,0.677494199535963,0.967940512541858,1.0,1,2,2498,16,168,315,94000,那兔说事儿,2,https://www.bilibili.com/video/BV1or4y1C7tU?from=search&seid=5869167383923151689,00:10:23,2021-11-07 08:40:13,24000,623,2022-01-09 14:50:54.632463,63
46,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/不妙啊……全球22万座冰川正在加速融化.csv.csv,143,448,142,142,19365,0.0220624445976559,0.0356556415669716,0.674157303370786,0.970917348865788,2.0,2,1,729,30,205,393,191000,是牧羊女,2,https://www.bilibili.com/video/BV1vQ4y1Z7py?from=search&seid=5869167383923151689,00:00:55,2021-04-30 20:05:05,8168,55,2022-01-09 14:50:54.632463,253
47,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/超过1.5℃，人类就危险了！.csv.csv,121,412,120,120,12232,0.0283746556473829,0.0558944216479982,0.68641975308642,0.96214383866043,10.0,2,2,936,19,251,12,75000,空间一号X,2,https://www.bilibili.com/video/BV1CT4y1R7oR?from=search&seid=5869167383923151689,00:11:04,2021-10-24 18:07:34,72000,664,2022-01-09 14:50:54.632463,76
48,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/岛国靠台风发电，一次能用50年，值得研究.csv.csv,157,458,156,156,23876,0.0186999836681365,0.0264810095107851,0.684326710816777,0.977805279003066,2.0,2,2,2,18,181,6,41000,知闻科技,2,https://www.bilibili.com/video/BV17x411v741?from=search&seid=5869167383923151689,00:02:13,2017-05-18 16:30:30,12000,133,2022-01-09 14:50:54.632463,1696
49,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/地球自转加快一天已不足24小时.csv.csv,1657,4994,1656,1656,2735888,0.0018199761515339,0.0028658789628047,0.685668406262545,0.997570983182814,15.0,2,1,2829,653,418,268,161000,青春上海,1,https://www.bilibili.com/video/BV18y4y1E7bE?from=search&seid=5869167383923151689,00:06:00,2021-02-12 14:21:08,104000,360,2022-01-09 14:50:54.632463,331
50,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/地震海啸，全球变暖，日本会面临何种“灭国“危机【千本科幻66】.csv.csv,960,2931,959,959,916823,0.0031836548488008,0.0044259111505863,0.679684823569716,0.994750469931728,16.0,2,1,28000,226,1417,379,546000,幽灵校长,2,https://www.bilibili.com/video/BV1Mz4y1m7tN?from=search&seid=5869167383923151689,00:14:12,2021-02-21 19:11:46,284000,852,2022-01-09 14:50:54.632463,321
51,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/俄罗斯惊现50米巨型坑洞 近年来已发现17个.csv.csv,559,1670,558,558,309692,0.0053539025782086,0.0077355771030661,0.668667466986795,0.993101139250882,5.0,2,1,7263,72,650,12,2131000,央视网,1,https://www.bilibili.com/video/BV1K54y1v7JC?from=search&seid=5869167383923151689,00:00:28,2020-08-31 10:06:44,184000,28,2022-01-09 14:50:54.632463,496
52,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/改变人类在地球历史中的3秒（真正的危机并非全球变暖.csv.csv,383,1167,382,382,144768,0.0079764329555862,0.010335727899135,0.67136563876652,0.989379680685318,9.0,2,2,93,891,550,531,349,闲下来的符号,2,https://www.bilibili.com/video/BV1Vs411B7tU?from=search&seid=5869167383923151689,00:03:09,2016-05-10 19:14:33,120000,189,2022-01-09 14:50:54.632463,2069
53,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/高温热穹顶背后，是美国人吃肉太多.csv.csv,896,2766,895,895,798060,0.0034492218675179,0.0053701371396585,0.681917211328976,0.995458111157668,19.0,2,1,13000,570,1217,41,415000,老K的无聊杂谈,2,https://www.bilibili.com/video/BV1oM4y1M7HX?from=search&seid=5869167383923151689,00:09:08,2021-07-17 18:00:01,242000,548,2022-01-09 14:50:54.632463,175
54,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/古天乐 加盟 2019科幻大片《明日战记》官方中文预告.csv.csv,430,1300,429,429,182728,0.0070472163495419,0.0105950422883288,0.669796557120501,0.990568280538992,10.0,3,2,674,442,735,26,268000,007号选手必胜,2,https://www.bilibili.com/video/BV1rb411A7Gi?from=search&seid=5869167383923151689,00:01:20,2018-10-30 20:34:47,118000,80,2022-01-09 14:50:54.632463,1166
55,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/耗资4.5亿港币！香港科幻《明日战记》最新预告片.csv.csv,73,217,72,72,4970,0.0412861491628615,0.0645359557467732,0.666666666666667,0.961635860486317,5.0,3,2,92,56,337,54,12000,视间玩物,2,https://www.bilibili.com/video/BV1gb411n7d7?from=search&seid=5869167383923151689,00:01:21,2019-03-17 17:18:43,6849,81,2022-01-09 14:50:54.632463,1028
56,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/河南特大暴雨能预报吗？人工干预让暴雨分批下可行吗？.csv.csv,479,1648,478,478,219888.6,0.0071977009285383,0.0161361735622571,0.646662584200857,0.992288145217954,19.0,2,1,4410,219,1491,120,272000,中科院中国科普博览,2,https://www.bilibili.com/video/BV1Cv411n7dF?from=search&seid=5869167383923151689,00:06:59,2021-07-24 14:52:14,48000,419,2022-01-09 14:50:54.632463,168
57,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/极地冰川融化发现远古病毒，专家警告危机来临，或将成为终结？.csv.csv,93,281,92,92,8218,0.0328424497428705,0.0564971751412429,0.690647482014389,0.967986533634034,3.0,3,2,1177,36,125,8,33000,狐說怪談官方號,2,https://www.bilibili.com/video/BV15K4y1L7ib?from=search&seid=5869167383923151689,00:09:54,2020-12-10 16:14:27,31000,594,2022-01-09 14:50:54.632463,394
58,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/今年诺贝尔奖背后有什么故事？.csv.csv,89,271,88,88,7430,0.0346016343207354,0.0581319399085565,0.694029850746269,0.969794935999131,2.0,2,2,670,52,134,4,51000,章夏Sean,2,https://www.bilibili.com/video/BV1pL4y167XE?from=search&seid=5869167383923151689,00:24:46,2021-10-11 17:56:48,17000,1486,2022-01-09 14:50:54.632463,89
59,/Users/liyuhan/python_practice/NetworkCons/GWvideo_matrix/科威特气温飙升到70℃，世界越来越热了，我们该怎么办？.csv.csv,461,1409,460,460,210227,0.0066443459398283,0.0102242623716494,0.684736091298145,0.990751870662322,9.0,2,2,1436,99,688,3,159,三光年_,2,https://www.bilibili.com/video/BV1K44y1B74E?from=search&seid=5869167383923151689,00:03:54,2021-07-08 06:25:19,81000,234,2022-01-09 14:50:54.632463,185
